epochs,training accuracy,validation accuracy
0,0.4805358476474981,0.4783071710116866
1,0.49980464968329047,0.49332687919231033
2,0.5082427461068237,0.4996749878984856
3,0.5127098719331729,0.5038793997648848
4,0.516912496888225,0.5054837148191688
